date,day,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,total_crimes,alcohol,arson,assault_etc,disorderly_conduct,drugs,fraud_etc,gambling,kidnap,murders,negligent_deaths,sex_offenses,theft_etc,trespass,vandalism,weapon,cha,commercial_non_vehicular,commercial_vehicular,cta,gov_public_building,gov_public_outdoor,residential
2018-09-21,5,2018,09,21,78.4,61.1,1010.3,989.3,10.0,14.2,18.1,91.9,68.0,0.0,999.9,0,825,4,1,225,3,29,68,1,1,,,12,311,22,76,14,6,123,,13,41,316,290
2018-09-22,6,2018,09,22,60.3,44.0,1024.5,1002.3,10.0,10.7,18.1,68.0,55.9,0.0,999.9,0,799,2,1,255,1,41,30,,,3,,10,314,20,71,11,4,143,1,19,14,305,282
2018-09-23,7,2018,09,23,61.2,49.1,1021.4,999.0,10.0,5.0,11.1,70.0,53.1,0.0,999.9,0,735,,2,226,1,34,33,1,1,1,1,9,266,16,77,15,2,104,4,19,9,305,257
2018-09-24,1,2018,09,24,65.1,56.9,1017.4,995.4,8.9,6.7,9.9,71.1,57.9,0.0,999.9,0,796,,,207,5,37,52,,,3,1,9,326,21,61,10,3,125,,25,38,270,298
2018-09-25,2,2018,09,25,73.2,65.2,1010.8,989.4,8.3,7.7,22.0,84.0,68.0,0.52,999.9,0,751,2,,199,4,23,58,2,,3,,18,290,22,81,9,4,116,3,25,32,261,278
2018-09-26,3,2018,09,26,61.5,48.1,1016.4,994.3,10.0,9.3,14.0,68.0,51.1,0.24,999.9,0,752,,2,203,,35,50,3,1,3,,18,276,23,65,20,3,101,4,21,35,271,263
2018-09-27,4,2018,09,27,59.0,42.9,1017.8,995.4,10.0,6.1,12.0,69.1,48.0,0.0,999.9,0,708,1,6,157,1,32,60,,,,,22,271,28,71,15,5,104,2,19,35,270,237
2018-09-28,5,2018,09,28,58.2,43.8,1017.6,995.5,9.9,6.8,11.1,66.9,51.1,0.0,999.9,0,793,2,1,187,4,49,66,1,2,1,,11,296,31,77,13,3,123,6,20,43,298,266
2018-09-29,6,2018,09,29,51.2,38.0,1026.6,1003.7,10.0,4.9,8.9,60.1,42.1,0.05,999.9,0,732,1,2,189,4,44,38,,,,,17,290,19,68,17,3,115,5,16,12,294,247
2018-09-30,7,2018,09,30,59.3,49.4,1022.5,999.9,9.9,6.8,11.1,68.0,54.0,0.03,999.9,0,741,1,,195,4,35,47,,1,4,,10,277,17,88,19,5,110,3,15,15,317,246
2018-10-01,1,2018,10,01,62.5,56.0,1020.8,998.5,9.1,7.1,11.1,73.9,57.0,0.01,999.9,0,918,,1,226,3,36,129,1,,7,,30,313,27,66,13,7,112,1,23,42,276,384
2018-10-02,2,2018,10,02,64.1,58.4,1017.3,995.1,8.9,5.6,17.1,75.9,59.0,1.39,999.9,0,717,1,1,170,3,26,57,,,2,,17,294,18,70,12,3,97,5,17,39,248,266
2018-10-03,3,2018,10,03,71.3,60.5,1012.4,990.6,9.8,10.9,24.1,88.0,60.1,0.18,999.9,0,676,,1,190,3,20,41,,1,2,,12,250,18,77,12,3,82,2,21,37,252,239
2018-10-04,4,2018,10,04,66.2,53.8,1013.6,993.6,9.8,14.8,21.0,84.9,53.1,0.06,999.9,0,698,,2,195,5,18,51,,,2,,15,249,18,79,7,1,99,1,13,42,250,256
2018-10-05,5,2018,10,05,58.3,52.0,1017.1,994.6,7.7,8.3,15.0,66.0,53.1,0.24,999.9,0,654,,,182,2,22,67,,,2,,7,236,17,59,12,5,103,3,13,31,231,232
2018-10-06,6,2018,10,06,64.9,61.3,1014.9,992.5,6.5,6.9,14.0,73.0,59.0,1.26,999.9,0,726,,1,218,3,13,33,1,,2,,10,271,18,88,10,4,106,5,12,12,273,283
2018-10-07,7,2018,10,07,59.2,53.9,1021.1,998.8,9.2,8.6,13.0,61.0,57.0,0.19,999.9,0,718,1,4,233,3,23,33,,1,1,,5,249,16,89,17,6,91,5,16,9,259,300
2018-10-08,1,2018,10,08,70.9,64.1,1017.0,995.9,6.6,8.2,15.0,84.9,61.0,0.84,999.9,0,743,,1,207,9,32,43,,1,3,,17,243,24,92,18,6,103,4,18,12,306,254
2018-10-09,2,2018,10,09,77.3,65.2,1014.5,993.1,10.0,8.0,14.0,86.0,71.1,0.12,999.9,0,746,,1,206,5,40,48,,,3,,10,262,20,78,12,6,85,4,14,40,298,270
2018-10-10,3,2018,10,10,72.9,64.2,1006.6,984.6,9.2,10.6,15.9,80.1,68.0,0.09,999.9,1,724,,,192,6,40,59,,,2,,9,245,19,81,9,5,110,2,12,43,261,244
2018-10-11,4,2018,10,11,51.3,38.6,1011.3,988.7,10.0,15.3,21.0,69.1,43.0,1.11,999.9,0,679,2,,146,,38,45,,,5,,16,269,18,81,15,1,109,3,10,36,264,220
2018-10-12,5,2018,10,12,40.2,30.9,1017.0,993.6,9.9,6.9,11.1,46.9,36.0,0.0,999.9,0,707,,,168,2,42,64,,1,,,13,259,14,73,17,6,94,3,13,39,233,277
2018-10-13,6,2018,10,13,41.6,33.3,1016.3,993.3,8.9,7.3,13.0,53.1,34.0,0.0,999.9,0,744,2,1,183,4,36,41,1,1,2,,21,277,18,80,30,4,130,6,10,14,289,251
2018-10-14,7,2018,10,14,47.9,37.9,1016.9,994.1,10.0,5.3,11.1,57.9,39.9,0.0,999.9,0,702,,2,210,3,25,25,,,,,14,246,15,98,18,2,115,3,20,15,255,277
2018-10-15,1,2018,10,15,44.5,34.1,1020.3,997.3,8.8,10.5,15.9,53.1,37.9,0.17,999.9,0,705,,1,182,3,28,61,1,,2,,11,273,10,70,8,3,104,1,21,44,236,263
2018-10-16,2,2018,10,16,44.0,29.2,1022.1,998.9,10.0,10.0,21.0,57.9,34.0,0.08,999.9,0,667,1,1,178,2,29,50,,,,,10,264,13,54,11,4,92,1,18,31,251,223
2018-10-17,3,2018,10,17,47.6,30.2,1023.0,1000.3,10.0,10.4,15.0,54.0,42.1,0.0,999.9,0,690,1,,152,5,43,55,,,2,,18,248,20,67,9,7,102,,20,39,229,255
2018-10-18,4,2018,10,18,45.5,26.7,1032.2,1008.9,10.0,5.8,12.0,57.9,34.0,0.0,999.9,0,725,1,2,165,2,37,57,1,4,,,12,275,22,77,22,3,106,3,15,43,269,253
2018-10-19,5,2018,10,19,49.1,35.1,1021.0,997.2,9.4,9.7,18.1,54.0,45.0,0.0,999.9,0,766,,3,201,2,43,49,1,,2,,7,303,19,69,12,3,119,3,19,38,267,269
2018-10-20,6,2018,10,20,47.4,35.7,1013.2,990.5,10.0,14.5,35.0,53.1,37.9,0.06,999.9,0,806,2,2,211,2,33,54,,,4,,17,285,16,99,21,4,143,3,26,16,299,289
2018-10-21,7,2018,10,21,38.1,20.3,1026.6,1003.1,10.0,8.5,20.0,50.0,28.0,0.0,999.9,0,644,1,,178,,31,34,1,,4,,15,226,13,83,9,2,106,3,16,10,249,236
2018-10-22,1,2018,10,22,47.8,30.0,1018.5,995.6,10.0,6.7,13.0,63.0,37.9,0.0,999.9,0,716,,3,188,5,37,52,,,2,,6,259,14,85,21,4,106,2,17,40,249,265
2018-10-23,2,2018,10,23,48.6,32.4,1022.9,1000.3,10.0,7.7,13.0,57.0,41.0,0.0,999.9,0,736,,,209,2,39,52,,,1,,11,263,12,73,11,1,98,5,9,39,265,274
2018-10-24,3,2018,10,24,44.3,34.4,1029.2,1006.3,10.0,3.2,8.0,51.1,37.9,0.0,999.9,0,805,,3,210,8,42,59,,1,,,7,308,25,80,11,3,121,1,27,48,280,282
2018-10-25,4,2018,10,25,44.9,33.0,1023.3,1000.1,10.0,4.4,8.0,52.0,37.9,0.0,999.9,0,721,1,1,214,4,31,47,1,,2,,8,263,19,70,14,3,99,3,23,54,258,247
2018-10-26,5,2018,10,26,48.9,37.7,1012.4,989.7,10.0,7.3,11.1,54.0,46.0,0.0,999.9,0,829,,4,198,5,49,55,,,1,,26,307,19,88,17,6,125,4,13,48,290,299
2018-10-27,6,2018,10,27,49.8,39.6,1010.7,988.1,9.9,5.4,8.9,53.1,43.0,0.0,999.9,0,788,3,2,218,6,26,42,1,1,1,,13,291,20,92,18,2,138,1,25,11,309,276
2018-10-28,7,2018,10,28,47.7,41.7,1007.6,985.0,8.9,10.4,21.0,52.0,44.1,0.14,999.9,0,717,3,1,216,4,31,41,1,,2,,9,257,15,82,15,3,112,1,13,11,258,279
2018-10-29,1,2018,10,29,46.9,38.4,1016.8,993.9,10.0,6.3,11.1,57.0,39.0,0.01,999.9,0,723,,,169,4,36,51,1,1,1,,6,258,23,87,22,3,105,3,21,26,268,261
2018-10-30,2,2018,10,30,53.5,42.8,1013.9,991.0,9.9,7.1,14.0,69.1,45.0,0.0,999.9,0,766,,,196,2,54,52,1,1,1,,8,277,18,77,15,2,98,2,30,42,256,285
2018-10-31,3,2018,10,31,55.0,46.4,1012.4,988.7,6.5,7.5,13.0,69.1,48.9,0.81,999.9,0,885,2,,211,5,49,53,1,,1,,15,284,24,157,14,2,107,4,20,37,366,298
2018-11-01,4,2018,11,01,50.7,36.7,1011.2,988.6,10.0,10.1,18.1,53.1,46.9,0.26,999.9,0,939,2,,212,4,35,115,1,,1,,41,305,16,100,19,4,104,3,16,51,293,407
2018-11-02,5,2018,11,02,45.2,34.7,1010.7,987.9,10.0,8.9,17.1,51.1,37.9,0.0,999.9,0,786,2,1,162,8,61,57,1,1,6,,18,293,16,94,18,2,111,3,19,26,315,275
2018-11-03,6,2018,11,03,43.0,32.0,1018.2,995.3,10.0,4.2,9.9,48.9,34.0,0.0,999.9,0,784,1,2,232,3,44,50,1,,2,,18,276,20,67,16,4,103,5,25,13,286,310
2018-11-04,7,2018,11,04,49.0,41.5,1018.3,994.9,8.6,13.3,18.1,52.0,46.0,0.1,999.9,0,685,,1,199,4,24,36,,1,,,19,247,19,71,6,2,116,2,20,9,235,269
2018-11-05,1,2018,11,05,48.3,42.0,1011.8,989.1,9.2,10.3,15.9,53.1,45.0,0.36,999.9,0,706,1,1,192,8,40,59,,,,,14,244,22,55,15,1,96,4,20,45,229,278
2018-11-06,2,2018,11,06,48.3,42.5,1004.4,981.6,7.7,12.8,22.0,50.0,45.0,0.29,999.9,0,763,2,1,183,2,40,59,,,,,20,282,22,69,17,4,111,2,16,42,249,292
2018-11-07,3,2018,11,07,38.5,26.8,1019.0,995.6,10.0,14.5,22.0,45.0,36.0,0.01,999.9,0,685,1,1,172,7,42,42,,1,,,11,269,22,49,10,3,92,,19,46,246,237
2018-11-08,4,2018,11,08,35.9,23.7,1028.1,1004.5,10.0,5.7,12.0,41.0,33.1,0.0,999.9,0,676,,1,177,6,34,43,,,1,,19,252,14,57,11,3,117,3,13,34,248,219
2018-11-09,5,2018,11,09,35.0,26.2,1022.6,998.4,6.8,7.7,15.0,41.0,28.9,0.04,999.9,0,718,3,,161,7,50,41,,,1,,9,285,18,77,10,4,104,2,19,31,265,267
2018-11-10,6,2018,11,10,25.3,12.5,1026.8,1002.8,9.9,12.5,21.0,34.0,19.9,0.02,999.9,0,651,1,,168,3,35,36,,,2,,22,242,17,71,12,2,119,4,15,16,215,253
2018-11-11,7,2018,11,11,33.0,19.3,1026.2,1002.3,10.0,8.0,11.1,42.1,28.9,0.0,999.9,0,648,,3,190,2,29,29,,,2,,6,220,25,71,18,3,107,2,14,13,223,254
2018-11-12,1,2018,11,12,34.5,22.8,1027.1,1003.5,10.0,6.5,11.1,39.0,30.9,0.0,999.9,0,687,,,163,6,44,40,,1,2,,13,247,14,80,18,7,103,,21,23,229,266
2018-11-13,2,2018,11,13,25.2,10.7,1030.4,1006.3,9.7,10.7,15.9,30.9,19.9,0.0,999.9,0,609,,3,134,4,43,49,,3,3,,10,241,10,44,9,2,82,1,16,39,208,225
2018-11-14,3,2018,11,14,25.8,13.1,1035.0,1010.7,10.0,5.2,8.0,36.0,19.0,0.0,999.9,0,639,,1,143,,43,55,2,2,2,,8,254,17,48,11,2,91,2,29,29,224,229
2018-11-15,4,2018,11,15,32.1,24.3,1023.7,998.7,7.5,5.5,9.9,35.1,28.9,0.0,1.2,1,692,,,125,2,44,54,,1,3,1,18,275,17,75,13,,90,4,15,35,252,248
2018-11-16,5,2018,11,16,34.2,27.2,1014.0,990.6,7.2,10.3,15.0,41.0,28.0,0.08,999.9,0,733,2,,171,3,63,60,,,,,14,268,18,66,14,2,125,4,22,29,241,268
2018-11-17,6,2018,11,17,34.8,29.5,1024.3,1000.9,6.3,5.8,9.9,37.0,33.1,0.0,999.9,0,671,1,1,159,1,43,45,,2,,,11,239,24,73,15,2,112,1,15,6,236,270
2018-11-18,7,2018,11,18,34.4,27.3,1025.9,1002.3,8.5,6.4,11.1,37.0,30.9,0.15,999.9,0,630,,,187,2,30,42,,1,2,,14,201,15,63,19,4,102,1,20,13,242,225
